,web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,total_rating
10141,1610738488-7211,https://www.wblivesurf.com/reports/page/214/,07.25.2018,Swell Size: Waist/Stomach/Occ. Chest High,3:28 PM / BY: surfreports,Water Surface: Choppy,1.5
10142,1610738910-8710,https://www.wblivesurf.com/reports/page/120/,08.17.2019,Swell Size: Thigh/Waist,4:18 PM / BY: surfreports,Water Surface: Glassy,2.0
10143,1610737524-2447,https://www.wblivesurf.com/reports/page/511/,08.25.2009,Swell Size: Thigh/Waist/Occ. Bigger,6:48 AM / BY: sageisland,Water Surface: Semi-Clean/Light Texture,1.0
10144,1610739269-10075,https://www.wblivesurf.com/reports/page/35/,08.26.2020,Swell Size: Thigh/Hip/Occ. Bigger,6:32 AM / BY: surfreports,Water Surface: Clean,2.0
10145,1610738153-5898,https://www.wblivesurf.com/reports/page/296/,01.12.2017,Swell Size: Thigh-Waist High/Maybe Bigger Sets,3:42 PM / BY: sageisland,Water Surface: Clean/Light Texture,2.0
10146,1610737182-848,https://www.wblivesurf.com/reports/page/611/,01.29.2008,Swell Size: Knee/Occ. Thigh,4:18 PM / BY: sageisland,Water Surface: Semi-Clean,0.5
10147,1610737160-719,https://www.wblivesurf.com/reports/page/619/,12.26.2007,Swell Size: Stomach/Chest High/Bigger Sets,9:28 AM / BY: sageisland,Water Surface: Glassy,2.0
10148,1610739315-10270,https://www.wblivesurf.com/reports/page/22/,10.21.2020,Swell Size: Thigh-Waist High/Occ. Bigger,3:44 PM / BY: surfreports,Water Surface: Light Bump,3.0
10149,1610738795-8253,https://www.wblivesurf.com/reports/page/148/,04.30.2019,Swell Size: Shin/Knee High,6:44 AM / BY: surfreports,Water Surface: Clean,0.0
10150,1610737834-4257,https://www.wblivesurf.com/reports/page/398/,07.15.2014,Swell Size: Waist/Occ. Stomach,4:01 PM / BY: sageisland,Water Surface: Semi- clean,2.0
10151,1610737753-3796,https://www.wblivesurf.com/reports/page/427/,06.03.2013,Swell Size: Thigh/Waist,6:17 AM / BY: sageisland,Water Surface: Choppy,1.5
10152,1610737122-494,https://www.wblivesurf.com/reports/page/633/,10.31.2007,Swell Size: Waist-Chest,4:10 PM / BY: sageisland,Water Surface: Choppy,1.0
10153,1610737775-3922,https://www.wblivesurf.com/reports/page/419/,08.12.2013,Swell Size: Knee/Thigh/Occ. Bigger,6:46 AM / BY: sageisland,Water Surface: Clean,1.5
10154,1610737461-2092,https://www.wblivesurf.com/reports/page/534/,12.26.2008,Swell Size: Knee-Waist,3:23 PM / BY: sageisland,Water Surface: Light Chop/ Clean Faces,1.0
10155,1610737288-1162,https://www.wblivesurf.com/reports/page/592/,04.13.2008,Swell Size: Knee High,10:55 AM / BY: sageisland,Water Surface: Glassy,0.5
10156,1610738538-7370,https://www.wblivesurf.com/reports/page/204/,09.04.2018,Swell Size: Knee/Thigh/Occ. Hip,7:01 AM / BY: surfreports,Water Surface: Clean,1.5
10157,1610739027-9075,https://www.wblivesurf.com/reports/page/97/,11.21.2019,Swell Size: Knee High,3:48 PM / BY: surfreports,Water Surface: Clean/Light Texture,0.5
10158,1610738646-7730,https://www.wblivesurf.com/reports/page/181/,12.17.2018,Swell Size: Flat,10:04 AM / BY: surfreports,Water Surface: Glassy,0.0
10159,1610737983-5035,https://www.wblivesurf.com/reports/page/350/,11.29.2015,Swell Size: Waist/Stomach/Occ. Chest High,3:15 PM / BY: sageisland,Water Surface: Light Bump,2.5
10160,1610738038-5311,https://www.wblivesurf.com/reports/page/332/,04.22.2016,Swell Size: Thigh/Waist High,6:47 AM / BY: sageisland,Water Surface: Light Bump,1.5
10161,1610739043-9148,https://www.wblivesurf.com/reports/page/93/,12.06.2019,Swell Size: Flat,10:08 AM / BY: surfreports,Water Surface: Glassy,0.0
10162,1610737657-3242,https://www.wblivesurf.com/reports/page/462/,05.21.2012,Swell Size: Knee/Waist/Occ. Bigger,12:42 PM / BY: sageisland,Water Surface: Light Onshore Bump,1.0
10163,1610737144-632,https://www.wblivesurf.com/reports/page/625/,11.27.2007,Swell Size: Thigh/Waist/Occ. bigger,3:59 PM / BY: sageisland,Water Surface: Glassy,1.5
10164,1610738856-8480,https://www.wblivesurf.com/reports/page/134/,06.24.2019,Swell Size: Knee,9:09 AM / BY: surfreports,Water Surface: Glassy,1.0
10165,1610738873-8544,https://www.wblivesurf.com/reports/page/130/,07.10.2019,Swell Size: Knee/Thigh High,9:07 AM / BY: surfreports,Water Surface: Bumpy,1.0
10166,1610738939-8809,https://www.wblivesurf.com/reports/page/114/,09.12.2019,Swell Size: Knee High,12:10 PM / BY: surfreports,Water Surface: Clean,1.0
10167,1610738351-6711,https://www.wblivesurf.com/reports/page/245/,03.24.2018,Swell Size: Shin High,12:25 PM / BY: surfreports,Water Surface: Choppy,0.5
10168,1610737165-754,https://www.wblivesurf.com/reports/page/617/,01.06.2008,Swell Size: Knee,10:41 AM / BY: sageisland,Water Surface: Glassy,0.5
10169,1610738497-7237,https://www.wblivesurf.com/reports/page/212/,08.04.2018,Swell Size: Thigh-Waist High,9:07 AM / BY: surfreports,Water Surface: Bumpy,1.5
10170,1610737567-2709,https://www.wblivesurf.com/reports/page/495/,01.26.2010,Swell Size: Thigh/Waist/Occ. Bigger,7:02 AM / BY: sageisland,Water Surface: Semi-Clean,1.0
10171,1610738716-7963,https://www.wblivesurf.com/reports/page/167/,02.09.2019,Swell Size: Knee-Thigh High,3:49 PM / BY: surfreports,Water Surface: Bumpy/Drifty,1.0
10172,1610737329-1392,https://www.wblivesurf.com/reports/page/577/,06.04.2008,Swell Size: Knee/Thigh High,6:49 AM / BY: sageisland,Water Surface: Light Bump,0.5
10173,1610738727-7988,https://www.wblivesurf.com/reports/page/165/,02.19.2019,Swell Size: Knee/Thigh High,12:20 PM / BY: surfreports,Water Surface: Choppy,1.0
10174,1610737283-1121,https://www.wblivesurf.com/reports/page/594/,04.07.2008,Swell Size: Knee/Thigh High,10:04 AM / BY: sageisland,Water Surface: Light Chop/Clean Faces,0.5
10175,1610737562-2673,https://www.wblivesurf.com/reports/page/497/,12.25.2009,Swell Size: Waist/Chest/Occ. Bigger,7:06 AM / BY: sageisland,Water Surface: Choppy,1.0
10176,1610738198-6145,https://www.wblivesurf.com/reports/page/280/,11.04.2017,Swell Size: Knee/Thigh High,12:16 PM / BY: surfreports,Water Surface: Choppy,1.0
10177,1610739072-9274,https://www.wblivesurf.com/reports/page/85/,01.08.2020,Swell Size: Flat/Shin High,12:31 PM / BY: surfreports,Water Surface: Clean,0.0
10178,1610738535-7345,https://www.wblivesurf.com/reports/page/205/,09.02.2018,Swell Size: Knee/Thigh High/Rare Bigger,9:52 AM / BY: surfreports,Water Surface: Light Bump,1.0
10179,1610737947-4814,https://www.wblivesurf.com/reports/page/363/,09.18.2015,Swell Size: Waist/Occ. Stomach,7:02 AM / BY: sageisland,Water Surface: Choppy,2.0
10180,1610738071-5502,https://www.wblivesurf.com/reports/page/320/,07.20.2016,Swell Size: Knee/Thigh High,3:50 PM / BY: sageisland,Water Surface: Clean,1.5
10181,1610739350-10432,https://www.wblivesurf.com/reports/page/12/,12.01.2020,Swell Size: Thigh-Waist High,10:05 AM / BY: surfreports,Water Surface: Semi Clean,1.5
10182,1610738375-6803,https://www.wblivesurf.com/reports/page/239/,04.18.2018,Swell Size: Ankle/Knee High,12:42 PM / BY: surfreports,Water Surface: Bumpy,0.0
10183,1610738804-8300,https://www.wblivesurf.com/reports/page/146/,05.04.2019,Swell Size: Thigh-Waist High,10:24 AM / BY: surfreports,Water Surface: Light Bump,2.0
10184,1610737293-1188,https://www.wblivesurf.com/reports/page/590/,04.23.2008,Swell Size: Waist-Stomach,3:45 PM / BY: sageisland,Water Surface: Semi-Choppy,1.5
10185,1610739035-9115,https://www.wblivesurf.com/reports/page/95/,11.27.2019,Swell Size: Knee High,3:29 PM / BY: surfreports,Water Surface: Choppy,0.5
10186,1610738016-5188,https://www.wblivesurf.com/reports/page/340/,02.05.2016,Swell Size: Knee/Thigh High Shorebreak,3:57 PM / BY: sageisland,Water Surface: Clean,1.0
10187,1610738804-8299,https://www.wblivesurf.com/reports/page/146/,05.04.2019,Swell Size: Thigh-Waist High,1:08 PM / BY: surfreports,Water Surface: Light Bump,3.0
10188,1610738699-7902,https://www.wblivesurf.com/reports/page/170/,02.01.2019,Swell Size: Ankle/Shin High,7:11 AM / BY: surfreports,Water Surface: Light Texture,0.0
10189,1610739050-9174,https://www.wblivesurf.com/reports/page/91/,12.15.2019,Swell Size: Knee High,3:50 PM / BY: surfreports,Water Surface: Bumpy,0.5
10190,1610737430-1965,https://www.wblivesurf.com/reports/page/541/,11.08.2008,Swell Size: Knee/Thigh High Shorebreak,9:56 AM / BY: sageisland,Water Surface: Semi--Clean,0.5
10191,1610739043-9144,https://www.wblivesurf.com/reports/page/93/,12.07.2019,Swell Size: ankle high,9:57 AM / BY: surfreports,Water Surface: bumpy,0.0
10192,1610738852-8466,https://www.wblivesurf.com/reports/page/135/,06.19.2019,Swell Size: Knee/Thigh High,3:53 PM / BY: surfreports,Water Surface: light texture,1.0
10193,1610737171-783,https://www.wblivesurf.com/reports/page/615/,01.15.2008,Swell Size: Ankle/Shin/Rare Knee,9:35 AM / BY: sageisland,Water Surface: Glassy,0.5
10194,1610737958-4881,https://www.wblivesurf.com/reports/page/359/,10.06.2015,Swell Size: Chest/Bigger,12:30 PM / BY: sageisland,Water Surface: Clean Face/Drifty,3.5
10195,1610737253-951,https://www.wblivesurf.com/reports/page/605/,02.21.2008,Swell Size: thigh high,3:35 PM / BY: sageisland,Water Surface: choppy,0.5
10196,1610738237-6314,https://www.wblivesurf.com/reports/page/270/,12.12.2017,Swell Size: Knee/Thigh High,3:20 PM / BY: surfreports,Water Surface: Clean,1.0
10197,1610737165-763,https://www.wblivesurf.com/reports/page/617/,01.04.2008,Swell Size: Knee/Occ. Thigh,3:46 PM / BY: sageisland,Water Surface: Light Bump,0.5
10198,1610738166-5974,https://www.wblivesurf.com/reports/page/291/,03.14.2017,Swell Size: Waist-Stomach High/Occ. Bigger,12:46 PM / BY: sageisland,Water Surface: Clean,3.5
10199,1610738208-6199,https://www.wblivesurf.com/reports/page/277/,11.15.2017,Swell Size: Knee/Thigh/Occ. Bigger,6:35 AM / BY: surfreports,Water Surface: Clean,1.0
10200,1610738463-7102,https://www.wblivesurf.com/reports/page/220/,07.05.2018,Swell Size: Knee High,6:25 AM / BY: surfreports,Water Surface: Choppy,0.5
10201,1610737242-892,https://www.wblivesurf.com/reports/page/609/,02.05.2008,Swell Size: Knee/Occ. Thigh High Shorebreak,9:39 AM / BY: sageisland,Water Surface: Glassy,0.5
10202,1610738131-5768,https://www.wblivesurf.com/reports/page/304/,10.19.2016,Swell Size: Thigh/Waist/Occ. Stomach,7:37 AM / BY: sageisland,Water Surface: Clean,1.5
10203,1610738646-7733,https://www.wblivesurf.com/reports/page/181/,12.16.2018,Swell Size: Knee/Thigh/Occ. Waist High,12:53 PM / BY: surfreports,Water Surface: Light Bump,1.0
10204,1610738939-8802,https://www.wblivesurf.com/reports/page/114/,09.14.2019,Swell Size: Knee-Thigh High/Occ. Waist High Sets,10:42 AM / BY: surfreports,Water Surface: Bumpy,1.5
10205,1610737630-3084,https://www.wblivesurf.com/reports/page/472/,01.12.2012,Swell Size: Knee/Thigh/Bigger,3:31 PM / BY: sageisland,Water Surface: Choppy/Drifty,1.0
10206,1610739144-9588,https://www.wblivesurf.com/reports/page/65/,04.23.2020,Swell Size: Shin-Knee High,11:45 AM / BY: surfreports,Water Surface: texture/bump,0.5
10207,1610738649-7741,https://www.wblivesurf.com/reports/page/180/,12.22.2018,Swell Size: Waist-Chest High,1:01 PM / BY: surfreports,Water Surface: Clean,3.0
10208,1610737160-730,https://www.wblivesurf.com/reports/page/619/,12.21.2007,Swell Size: Thigh/Waist/Occ. Bigger,7:20 AM / BY: sageisland,Water Surface: Choppy,0.5
10209,1610738885-8599,https://www.wblivesurf.com/reports/page/127/,07.20.2019,Swell Size: Knee/Thigh High,2:16 PM / BY: surfreports,Water Surface: Textured,1.0
10210,1610738767-8152,https://www.wblivesurf.com/reports/page/155/,03.30.2019,Swell Size: Thigh-Waist High,10:04 AM / BY: surfreports,Water Surface: Clean,2.5
10211,1610738041-5339,https://www.wblivesurf.com/reports/page/331/,04.23.2016,Swell Size: Thigh/Waist,6:43 AM / BY: sageisland,Water Surface: Clean,2.0
10212,1610738614-7623,https://www.wblivesurf.com/reports/page/188/,11.17.2018,Swell Size: Knee/Thigh High,10:09 AM / BY: surfreports,Water Surface: Light Bump,0.5
10213,1610738141-5826,https://www.wblivesurf.com/reports/page/300/,12.13.2016,Swell Size: Thigh/Waist Occ. Chest,3:17 PM / BY: sageisland,Water Surface: Semi-Choppy,1.5
10214,1610738233-6290,https://www.wblivesurf.com/reports/page/271/,12.10.2017,Swell Size: Knee/Thigh High,3:47 PM / BY: surfreports,Water Surface: Clean,1.0
10215,1610739297-10193,https://www.wblivesurf.com/reports/page/27/,09.29.2020,Swell Size: Knee-Thigh High,12:25 PM / BY: surfreports,Water Surface: Light Bump,1.0
10216,1610737736-3702,https://www.wblivesurf.com/reports/page/433/,04.17.2013,Swell Size: Thigh-Wasit/Occ. Bigger,10:04 AM / BY: sageisland,Water Surface: Clean,3.0
10217,1610739259-10015,https://www.wblivesurf.com/reports/page/38/,08.17.2020,Swell Size: Knee High,6:31 AM / BY: surfreports,Water Surface: Clean,0.0
10218,1610738873-8551,https://www.wblivesurf.com/reports/page/130/,07.08.2019,Swell Size: Waist/Hip High,12:38 PM / BY: surfreports,Water Surface: Light Bump,2.0
10219,1610737963-4911,https://www.wblivesurf.com/reports/page/357/,10.23.2015,Swell Size: Waist/Chest,9:44 AM / BY: sageisland,Water Surface: Clean,3.5
10220,1610737549-2593,https://www.wblivesurf.com/reports/page/502/,11.01.2009,Swell Size: Waist-Stomach/ Occ. Chest,1:17 PM / BY: sageisland,Water Surface: Clean,1.0
10221,1610737359-1580,https://www.wblivesurf.com/reports/page/566/,07.12.2008,Swell Size: Stomach/Chest/Occ. Bigger,8:49 AM / BY: sageisland,Water Surface: Light Bump,1.5
10222,1610737171-782,https://www.wblivesurf.com/reports/page/615/,01.15.2008,Swell Size: Ankle/Shin/Rare Knee,1:19 PM / BY: sageisland,Water Surface: Light Bump,0.5
10223,1610737299-1222,https://www.wblivesurf.com/reports/page/588/,05.01.2008,Swell Size: Shin,12:44 PM / BY: sageisland,Water Surface: Glassy,0.5
10224,1610737916-4735,https://www.wblivesurf.com/reports/page/368/,08.01.2015,Swell Size: Thigh/Waist/Occ. Bigger,9:07 AM / BY: sageisland,Water Surface: Pretty Clean,2.0
10225,1610738041-5332,https://www.wblivesurf.com/reports/page/331/,04.25.2016,Swell Size: Knee-Thigh High,12:50 PM / BY: sageisland,Water Surface: Light Bump,1.5
10226,1610737502-2326,https://www.wblivesurf.com/reports/page/519/,05.21.2009,Swell Size: Chest/Head High/Bigger Sets,9:42 AM / BY: sageisland,Water Surface: Choppy,1.0
10227,1610737840-4295,https://www.wblivesurf.com/reports/page/396/,08.24.2014,Swell Size: Stomach/ Chest/ Maybe bigger?,1:12 PM / BY: sageisland,Water Surface: Choppy/Drifty,2.0
10228,1610739211-9816,https://www.wblivesurf.com/reports/page/51/,06.23.2020,Swell Size: Knee High,3:32 PM / BY: surfreports,Water Surface: semi clean,1.0
10229,1610738693-7897,https://www.wblivesurf.com/reports/page/171/,01.25.2019,Swell Size: Thigh/Waist,10:12 AM / BY: surfreports,Water Surface: Clean,1.0
10230,1610738041-5329,https://www.wblivesurf.com/reports/page/331/,04.26.2016,Swell Size: Knee High,10:04 AM / BY: sageisland,Water Surface: Light Texture,1.0
10231,1610738472-7147,https://www.wblivesurf.com/reports/page/218/,07.09.2018,Swell Size: Stomach/Chest,3:34 PM / BY: surfreports,Water Surface: Light Bump,2.0
10232,1610738939-8805,https://www.wblivesurf.com/reports/page/114/,09.13.2019,Swell Size: Knee High,12:14 PM / BY: surfreports,Water Surface: Clean,1.0
10233,1610738759-8116,https://www.wblivesurf.com/reports/page/157/,03.23.2019,Swell Size: Knee High Shorebreak,10:04 AM / BY: surfreports,Water Surface: Clean,0.0
10234,1610738024-5244,https://www.wblivesurf.com/reports/page/337/,02.22.2016,Swell Size: Knee High,12:10 PM / BY: sageisland,Water Surface: Glassy,1.0
10235,1610738833-8395,https://www.wblivesurf.com/reports/page/140/,05.28.2019,Swell Size: Knee High,12:08 PM / BY: surfreports,Water Surface: Clean,0.5
10236,1610737573-2735,https://www.wblivesurf.com/reports/page/493/,03.14.2010,Swell Size: Thigh-Waist/ Occ. Bigger,1:07 PM / BY: sageisland,Water Surface: Clean/Offshore,1.5
10237,1610738739-8035,https://www.wblivesurf.com/reports/page/162/,03.03.2019,Swell Size: Knee/Thigh High,2:05 PM / BY: surfreports,Water Surface: Choppy,0.0
10238,1610737458-2074,https://www.wblivesurf.com/reports/page/535/,12.17.2008,Swell Size: Thigh/Waist/Occ. Stomach,3:35 PM / BY: sageisland,Water Surface: Light Texture,1.5
10239,1610739259-10017,https://www.wblivesurf.com/reports/page/38/,08.16.2020,Swell Size: Knee-Thigh High,12:45 PM / BY: surfreports,Water Surface: Bumpy,0.5
10240,1610738962-8894,https://www.wblivesurf.com/reports/page/108/,10.09.2019,Swell Size: Thigh/Waist,10:08 AM / BY: surfreports,Water Surface: Clean,2.0
10241,1610738136-5804,https://www.wblivesurf.com/reports/page/302/,11.06.2016,Swell Size: Thigh-Waist,3:23 PM / BY: sageisland,Water Surface: Glassy,1.5
10242,1610738804-8297,https://www.wblivesurf.com/reports/page/146/,05.05.2019,Swell Size: Knee/Thigh/Occ. Hip,6:42 AM / BY: surfreports,Water Surface: Light Texture/Semi-Clean,0.5
10243,1610738732-8001,https://www.wblivesurf.com/reports/page/164/,02.24.2019,Swell Size: Knee/Occ. Thigh High Shorebreak,10:53 AM / BY: surfreports,Water Surface: Light Bump,0.5
10244,1610737872-4485,https://www.wblivesurf.com/reports/page/384/,03.15.2015,Swell Size: Thigh high- Occ. Waist,3:42 PM / BY: sageisland,Water Surface: Clean,2.0
10245,1610737488-2252,https://www.wblivesurf.com/reports/page/524/,04.04.2009,Swell Size: Knee/Thigh/Occ. Bigger,12:22 PM / BY: sageisland,Water Surface: Clean/Light Offshore,1.0
10246,1610738625-7672,https://www.wblivesurf.com/reports/page/185/,11.29.2018,Swell Size: Flat,12:37 PM / BY: surfreports,Water Surface: Clean,0.0
10247,1610738601-7573,https://www.wblivesurf.com/reports/page/191/,11.05.2018,Swell Size: Thigh/Waist,12:27 PM / BY: surfreports,Water Surface: Clean,1.5
10248,1610737704-3511,https://www.wblivesurf.com/reports/page/445/,11.23.2012,Swell Size: Thigh/Waist/Rare Bigger Sets,12:18 PM / BY: sageisland,Water Surface: Fairly Clean,1.0
10249,1610738916-8732,https://www.wblivesurf.com/reports/page/119/,08.20.2019,Swell Size: Knee High,9:01 AM / BY: surfreports,Water Surface: Light Bump,0.5
10250,1610737894-4606,https://www.wblivesurf.com/reports/page/376/,05.17.2015,Swell Size: Thigh/Waist High,10:47 AM / BY: sageisland,Water Surface: Light Bump,2.0
10251,1610737913-4720,https://www.wblivesurf.com/reports/page/369/,07.26.2015,Swell Size: Thigh/Waist/Occ. Stomach,6:23 AM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,2.0
10252,1610737894-4611,https://www.wblivesurf.com/reports/page/376/,05.15.2015,Swell Size: Thigh-Waist High,9:56 AM / BY: sageisland,Water Surface: Light Bump,2.0
10253,1610738175-6014,https://www.wblivesurf.com/reports/page/288/,04.16.2017,Swell Size: Thigh/Waist/Occ. Stomach,12:31 PM / BY: sageisland,Water Surface: Sideshore Chop,1.5
10254,1610738699-7912,https://www.wblivesurf.com/reports/page/170/,01.29.2019,Swell Size: Knee High,12:33 PM / BY: surfreports,Water Surface: Light Bump,1.5
10255,1610737742-3733,https://www.wblivesurf.com/reports/page/431/,04.26.2013,Swell Size: Knee/Thigh/Occ. Waist,3:53 PM / BY: sageisland,Water Surface: Choppy,1.5
10256,1610737359-1574,https://www.wblivesurf.com/reports/page/566/,07.13.2008,Swell Size: Waist-Chest,4:17 PM / BY: sageisland,Water Surface: Light Chop/Clean Faces,1.5
10257,1610737731-3668,https://www.wblivesurf.com/reports/page/435/,04.05.2013,Swell Size: Waist/Stomach/Occ Bigger,3:55 PM / BY: sageisland,Water Surface: Light Chop,2.5
10258,1610738991-9023,https://www.wblivesurf.com/reports/page/100/,11.10.2019,Swell Size: Thigh/Waist,3:33 PM / BY: surfreports,Water Surface: light texture,1.0
10259,1610738261-6393,https://www.wblivesurf.com/reports/page/265/,01.02.2018,Swell Size: Thigh/Waist,12:31 PM / BY: surfreports,Water Surface: Light Chop and Drift,1.0
10260,1610737616-2990,https://www.wblivesurf.com/reports/page/477/,11.05.2011,Swell Size: Chest/Head/Occ. Bigger,9:08 AM / BY: sageisland,Water Surface: Semi-Clean/Bump,1.5
